id,time,policy
Algeria,2020-07-08 00:00:00,Health_Resources
Algeria,2020-07-20 00:00:00,Health_Resources
Algeria,2020-07-20 00:00:00,Health_Resources
Algeria,2020-08-13 00:00:00,Health_Resources
Algeria,2020-08-13 00:00:00,Health_Resources
Algeria,2020-03-01 00:00:00,Health_Testing
Algeria,2020-03-31 00:00:00,Health_Testing
Algeria,2020-08-13 00:00:00,Health_Testing
Algeria,2020-03-01 00:00:00,Hygiene
Algeria,2020-06-20 00:00:00,Hygiene
Algeria,2020-06-20 00:00:00,Hygiene
Algeria,2020-06-25 00:00:00,Hygiene
Algeria,2020-07-31 00:00:00,Hygiene
Algeria,2020-08-13 00:00:00,Hygiene
Algeria,2020-03-19 00:00:00,Internal_Border_Restrictions
Algeria,2020-03-23 00:00:00,Internal_Border_Restrictions
Algeria,2020-04-24 00:00:00,Internal_Border_Restrictions
Algeria,2020-05-24 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-08 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-09 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-10 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-12 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-18 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-18 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-24 00:00:00,Internal_Border_Restrictions
Algeria,2020-07-28 00:00:00,Internal_Border_Restrictions
Algeria,2020-04-18 00:00:00,Lockdown
Algeria,2020-05-28 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Algeria,2020-06-20 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Algeria,2020-09-04 00:00:00,Public_Awareness_Measures
Algeria,2020-03-23 00:00:00,Quarantine
Algeria,2020-04-18 00:00:00,Quarantine
Algeria,2020-04-18 00:00:00,Quarantine
Algeria,2020-06-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-06-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-06-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-08 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-08 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-09 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-10 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-12 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-14 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-15 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-18 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-18 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-18 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-19 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-24 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-24 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-27 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-28 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-07-29 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-08-06 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-08-06 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-08-13 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-08-13 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-09 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-12-02 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-12-02 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-12-02 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-12-02 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-12-17 00:00:00,Restriction_and_Regulation_of_Businesses
Algeria,2020-03-17 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-03-22 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-03-22 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-30 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-31 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-05-31 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-11-17 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-12-02 00:00:00,Restriction_and_Regulation_of_Government_Services
Algeria,2020-03-10 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-10 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-16 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-16 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-18 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-18 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-04-01 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-04-18 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-11-03 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-11-08 00:00:00,Restrictions_of_Mass_Gatherings
Algeria,2020-03-22 00:00:00,Social_Distancing
Algeria,2020-03-22 00:00:00,Social_Distancing
Algeria,2020-03-22 00:00:00,Social_Distancing
Algeria,2020-03-22 00:00:00,Social_Distancing
Algeria,2020-03-22 00:00:00,Social_Distancing
Algeria,2020-05-28 00:00:00,Social_Distancing
Algeria,2020-05-28 00:00:00,Social_Distancing
Algeria,2020-05-28 00:00:00,Social_Distancing
Algeria,2020-05-28 00:00:00,Social_Distancing
Algeria,2020-07-14 00:00:00,Social_Distancing
Algeria,2020-07-14 00:00:00,Social_Distancing
Algeria,2020-07-15 00:00:00,Social_Distancing
Algeria,2020-07-15 00:00:00,Social_Distancing
Algeria,2020-07-18 00:00:00,Social_Distancing
Algeria,2020-07-18 00:00:00,Social_Distancing
Algeria,2020-07-19 00:00:00,Social_Distancing
Algeria,2020-07-19 00:00:00,Social_Distancing
Algeria,2020-07-24 00:00:00,Social_Distancing
Algeria,2020-07-24 00:00:00,Social_Distancing
Algeria,2020-07-27 00:00:00,Social_Distancing
Algeria,2020-07-27 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-07-29 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-06 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-08-13 00:00:00,Social_Distancing
Algeria,2020-09-01 00:00:00,Social_Distancing
Algeria,2020-09-01 00:00:00,Social_Distancing
Algeria,2020-09-01 00:00:00,Social_Distancing
Andorra,2020-08-21 00:00:00,Health_Resources
Andorra,2020-08-21 00:00:00,Health_Resources
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Andorra,2020-09-21 00:00:00,Restrictions_of_Mass_Gatherings
Angola,2020-03-24 00:00:00,Closure_and_Regulation_of_Schools
Angola,2020-03-24 00:00:00,Closure_and_Regulation_of_Schools
Angola,2020-03-27 00:00:00,Declaration_of_Emergency
Angola,2020-03-27 00:00:00,Declaration_of_Emergency
Angola,2020-04-11 00:00:00,Declaration_of_Emergency
Angola,2020-04-26 00:00:00,Declaration_of_Emergency
Angola,2020-05-11 00:00:00,Declaration_of_Emergency
Angola,2020-03-03 00:00:00,External_Border_Restrictions
Angola,2020-03-03 00:00:00,External_Border_Restrictions
Angola,2020-03-04 00:00:00,External_Border_Restrictions
Angola,2020-03-11 00:00:00,External_Border_Restrictions
Angola,2020-03-12 00:00:00,External_Border_Restrictions
Angola,2020-03-20 00:00:00,External_Border_Restrictions
Angola,2020-04-02 00:00:00,External_Border_Restrictions
Angola,2020-04-02 00:00:00,External_Border_Restrictions
Angola,2020-08-10 00:00:00,External_Border_Restrictions
Angola,2020-08-10 00:00:00,External_Border_Restrictions
Angola,2020-08-10 00:00:00,External_Border_Restrictions
Angola,2020-03-11 00:00:00,Internal_Border_Restrictions
Angola,2020-03-27 00:00:00,Internal_Border_Restrictions
Angola,2020-04-11 00:00:00,Internal_Border_Restrictions
Angola,2020-03-27 00:00:00,Lockdown
Angola,2020-04-11 00:00:00,Lockdown
Angola,2020-04-11 00:00:00,Other_Policy_Not_Listed_Above
Angola,2020-04-11 00:00:00,Other_Policy_Not_Listed_Above
Angola,2020-04-11 00:00:00,Other_Policy_Not_Listed_Above
Angola,2020-04-11 00:00:00,Other_Policy_Not_Listed_Above
Angola,2020-04-22 00:00:00,Other_Policy_Not_Listed_Above
Angola,2020-03-27 00:00:00,Quarantine
Angola,2020-03-27 00:00:00,Quarantine
Angola,2020-04-11 00:00:00,Quarantine
Angola,2020-04-11 00:00:00,Quarantine
Angola,2020-04-12 00:00:00,Quarantine
Angola,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-04-11 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-04-11 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-04-11 00:00:00,Restriction_and_Regulation_of_Businesses
Angola,2020-04-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Angola,2020-04-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Angola,2020-04-01 00:00:00,Social_Distancing
Angola,2020-04-01 00:00:00,Social_Distancing
Angola,2020-04-01 00:00:00,Social_Distancing
Angola,2020-04-01 00:00:00,Social_Distancing
Angola,2020-04-01 00:00:00,Social_Distancing
Antigua_and_Barbuda,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Antigua_and_Barbuda,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Antigua_and_Barbuda,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Antigua_and_Barbuda,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Antigua_and_Barbuda,2020-04-02 00:00:00,Curfew
Antigua_and_Barbuda,2020-03-31 00:00:00,Declaration_of_Emergency
Antigua_and_Barbuda,2020-04-02 00:00:00,Declaration_of_Emergency
Antigua_and_Barbuda,2020-05-14 00:00:00,Declaration_of_Emergency
Antigua_and_Barbuda,2020-06-08 00:00:00,Declaration_of_Emergency
Antigua_and_Barbuda,2020-03-26 00:00:00,External_Border_Restrictions
Antigua_and_Barbuda,2020-03-26 00:00:00,External_Border_Restrictions
Antigua_and_Barbuda,2020-03-27 00:00:00,External_Border_Restrictions
Antigua_and_Barbuda,2020-04-02 00:00:00,Health_Resources
Antigua_and_Barbuda,2020-04-02 00:00:00,Quarantine
Antigua_and_Barbuda,2020-04-08 00:00:00,Quarantine
Antigua_and_Barbuda,2020-04-23 00:00:00,Quarantine
Antigua_and_Barbuda,2020-05-14 00:00:00,Quarantine
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-03-28 00:00:00,Restriction_and_Regulation_of_Businesses
Antigua_and_Barbuda,2020-04-02 00:00:00,Restriction_and_Regulation_of_Government_Services
Antigua_and_Barbuda,2020-04-02 00:00:00,Restriction_and_Regulation_of_Government_Services
Antigua_and_Barbuda,2020-04-02 00:00:00,Restrictions_of_Mass_Gatherings
Antigua_and_Barbuda,2020-03-16 00:00:00,Social_Distancing
Argentina,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Argentina,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Argentina,2021-01-16 00:00:00,COVID-19_Vaccines
Argentina,2020-03-23 00:00:00,Curfew
Argentina,2020-03-26 00:00:00,Declaration_of_Emergency
Argentina,2020-03-26 00:00:00,Declaration_of_Emergency
Argentina,2020-03-26 00:00:00,Declaration_of_Emergency
Argentina,2020-03-16 00:00:00,External_Border_Restrictions
Argentina,2020-03-16 00:00:00,External_Border_Restrictions
Argentina,2020-03-16 00:00:00,External_Border_Restrictions
Argentina,2020-04-01 00:00:00,External_Border_Restrictions
Argentina,2020-04-01 00:00:00,External_Border_Restrictions
Argentina,2020-04-26 00:00:00,External_Border_Restrictions
Argentina,2020-04-26 00:00:00,External_Border_Restrictions
Argentina,2021-01-01 00:00:00,External_Border_Restrictions
Argentina,2020-04-16 00:00:00,Health_Resources
Argentina,2020-05-10 00:00:00,Lockdown
Argentina,2020-05-11 00:00:00,Lockdown
Argentina,2020-05-14 00:00:00,Lockdown
Argentina,2020-05-24 00:00:00,Lockdown
Argentina,2020-05-24 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-06-08 00:00:00,Lockdown
Argentina,2020-07-18 00:00:00,Lockdown
Argentina,2020-07-18 00:00:00,Lockdown
Argentina,2020-07-18 00:00:00,Lockdown
Argentina,2020-07-18 00:00:00,Lockdown
Argentina,2020-07-18 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-02 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-17 00:00:00,Lockdown
Argentina,2020-08-31 00:00:00,Lockdown
Argentina,2020-08-31 00:00:00,Lockdown
Argentina,2020-08-31 00:00:00,Lockdown
Argentina,2020-10-12 00:00:00,Lockdown
Argentina,2020-10-12 00:00:00,Lockdown
Argentina,2020-10-12 00:00:00,Lockdown
Argentina,2021-10-12 00:00:00,Lockdown
Argentina,2021-10-12 00:00:00,Lockdown
Argentina,2020-03-11 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Argentina,2020-07-08 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Argentina,2020-03-20 00:00:00,Other_Policy_Not_Listed_Above
Argentina,2020-03-23 00:00:00,Other_Policy_Not_Listed_Above
Argentina,2020-03-19 00:00:00,Quarantine
Argentina,2020-03-19 00:00:00,Quarantine
Argentina,2020-04-12 00:00:00,Quarantine
Argentina,2020-05-25 00:00:00,Quarantine
Argentina,2020-03-12 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-03-12 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-03-20 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-04-26 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-07-31 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-07-31 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-07-31 00:00:00,Restriction_and_Regulation_of_Businesses
Argentina,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
Argentina,2020-06-08 00:00:00,Social_Distancing
