id,city
318_20120403,NY
620_20120403,NY
540_20120403,NY
217_20120403,NY
540_20120403,NY
84_20120403,NY
129_20120403,NY
173_20120403,NY
173_20120403,NY
768_20120403,NY
768_20120403,NY
557_20120403,NY
318_20120403,NY
256_20120403,NY
752_20120403,NY
118_20120403,NY
864_20120403,NY
768_20120403,NY
592_20120403,NY
1055_20120403,NY
318_20120403,NY
658_20120403,NY
669_20120403,NY
951_20120403,NY
809_20120403,NY
817_20120403,NY
371_20120403,NY
371_20120403,NY
371_20120403,NY
121_20120403,NY
592_20120403,NY
204_20120403,NY
121_20120403,NY
718_20120403,NY
121_20120403,NY
121_20120403,NY
420_20120403,NY
318_20120403,NY
49_20120403,NY
50_20120403,NY
225_20120403,NY
29_20120403,NY
445_20120403,NY
50_20120403,NY
519_20120403,NY
340_20120403,NY
1010_20120403,NY
117_20120403,NY
1034_20120403,NY
117_20120403,NY
528_20120403,NY
391_20120403,NY
217_20120403,NY
528_20120403,NY
528_20120403,NY
526_20120403,NY
645_20120403,NY
258_20120403,NY
645_20120403,NY
458_20120403,NY
758_20120403,NY
653_20120403,NY
611_20120403,NY
47_20120403,NY
192_20120403,NY
455_20120403,NY
574_20120403,NY
577_20120403,NY
984_20120403,NY
1025_20120403,NY
354_20120403,NY
354_20120403,NY
951_20120403,NY
373_20120403,NY
902_20120403,NY
571_20120403,NY
951_20120403,NY
120_20120403,NY
734_20120403,NY
84_20120403,NY
669_20120403,NY
440_20120403,NY
318_20120403,NY
120_20120403,NY
987_20120403,NY
185_20120403,NY
653_20120403,NY
987_20120403,NY
559_20120403,NY
639_20120403,NY
816_20120403,NY
874_20120403,NY
786_20120403,NY
279_20120403,NY
264_20120403,NY
987_20120403,NY
1025_20120403,NY
354_20120403,NY
184_20120403,NY
529_20120403,NY
987_20120403,NY
354_20120403,NY
354_20120403,NY
131_20120403,NY
987_20120403,NY
101_20120403,NY
207_20120403,NY
78_20120403,NY
943_20120403,NY
59_20120403,NY
179_20120403,NY
469_20120403,NY
458_20120403,NY
4_20120403,NY
444_20120403,NY
586_20120403,NY
592_20120403,NY
381_20120403,NY
381_20120403,NY
621_20120403,NY
510_20120403,NY
1044_20120403,NY
889_20120403,NY
519_20120403,NY
669_20120403,NY
217_20120403,NY
889_20120403,NY
572_20120403,NY
889_20120403,NY
1072_20120403,NY
458_20120403,NY
766_20120403,NY
440_20120403,NY
162_20120403,NY
498_20120403,NY
299_20120403,NY
652_20120403,NY
299_20120403,NY
246_20120403,NY
246_20120403,NY
865_20120403,NY
315_20120403,NY
194_20120403,NY
637_20120403,NY
315_20120403,NY
12_20120403,NY
129_20120403,NY
834_20120403,NY
787_20120403,NY
300_20120403,NY
633_20120403,NY
315_20120403,NY
883_20120403,NY
1002_20120403,NY
672_20120403,NY
973_20120403,NY
458_20120403,NY
316_20120403,NY
1026_20120403,NY
597_20120403,NY
307_20120403,NY
422_20120403,NY
365_20120403,NY
805_20120403,NY
4_20120403,NY
905_20120403,NY
526_20120403,NY
940_20120403,NY
359_20120403,NY
191_20120403,NY
621_20120403,NY
130_20120403,NY
805_20120403,NY
186_20120403,NY
751_20120403,NY
943_20120403,NY
692_20120403,NY
1009_20120403,NY
806_20120403,NY
354_20120403,NY
281_20120403,NY
418_20120403,NY
1076_20120403,NY
842_20120403,NY
116_20120403,NY
436_20120403,NY
78_20120403,NY
125_20120403,NY
335_20120403,NY
474_20120403,NY
337_20120403,NY
26_20120403,NY
474_20120403,NY
185_20120403,NY
777_20120403,NY
621_20120403,NY
90_20120403,NY
989_20120403,NY
715_20120403,NY
90_20120403,NY
987_20120403,NY
139_20120403,NY
593_20120403,NY
235_20120403,NY
987_20120403,NY
324_20120403,NY
328_20120403,NY
402_20120403,NY
57_20120403,NY
443_20120403,NY
221_20120403,NY
198_20120403,NY
371_20120403,NY
598_20120403,NY
371_20120403,NY
772_20120403,NY
408_20120403,NY
535_20120403,NY
1044_20120403,NY
340_20120403,NY
818_20120403,NY
187_20120403,NY
593_20120403,NY
398_20120403,NY
242_20120403,NY
242_20120403,NY
994_20120403,NY
905_20120403,NY
1009_20120403,NY
509_20120403,NY
969_20120403,NY
861_20120403,NY
16_20120403,NY
389_20120403,NY
799_20120403,NY
69_20120403,NY
955_20120403,NY
955_20120403,NY
361_20120403,NY
296_20120403,NY
378_20120403,NY
85_20120403,NY
337_20120403,NY
826_20120403,NY
475_20120403,NY
101_20120403,NY
895_20120403,NY
120_20120403,NY
134_20120403,NY
149_20120403,NY
149_20120403,NY
54_20120403,NY
650_20120403,NY
432_20120403,NY
319_20120403,NY
432_20120403,NY
816_20120403,NY
432_20120403,NY
816_20120403,NY
816_20120403,NY
1054_20120403,NY
386_20120403,NY
628_20120403,NY
626_20120403,NY
215_20120403,NY
371_20120403,NY
371_20120403,NY
17_20120403,NY
440_20120403,NY
1013_20120403,NY
848_20120403,NY
653_20120403,NY
264_20120403,NY
943_20120403,NY
188_20120403,NY
432_20120403,NY
434_20120403,NY
432_20120403,NY
186_20120403,NY
14_20120403,NY
788_20120403,NY
100_20120403,NY
854_20120403,NY
985_20120403,NY
1083_20120403,NY
113_20120403,NY
943_20120403,NY
658_20120403,NY
415_20120403,NY
204_20120403,NY
279_20120403,NY
319_20120403,NY
649_20120403,NY
615_20120403,NY
208_20120403,NY
556_20120403,NY
619_20120403,NY
990_20120403,NY
722_20120403,NY
1042_20120403,NY
188_20120403,NY
480_20120403,NY
371_20120403,NY
1016_20120403,NY
79_20120403,NY
215_20120403,NY
662_20120403,NY
362_20120403,NY
495_20120403,NY
418_20120403,NY
1040_20120403,NY
530_20120403,NY
169_20120403,NY
17_20120403,NY
1059_20120403,NY
495_20120403,NY
311_20120403,NY
500_20120403,NY
187_20120403,NY
187_20120403,NY
251_20120403,NY
337_20120403,NY
689_20120403,NY
995_20120403,NY
207_20120403,NY
891_20120403,NY
891_20120403,NY
649_20120403,NY
443_20120403,NY
71_20120403,NY
733_20120403,NY
1055_20120403,NY
367_20120403,NY
242_20120403,NY
824_20120403,NY
901_20120403,NY
1070_20120403,NY
903_20120403,NY
417_20120403,NY
251_20120403,NY
188_20120403,NY
803_20120403,NY
619_20120403,NY
215_20120403,NY
770_20120403,NY
619_20120403,NY
800_20120403,NY
312_20120403,NY
474_20120403,NY
943_20120403,NY
1047_20120403,NY
957_20120403,NY
226_20120403,NY
645_20120403,NY
669_20120403,NY
936_20120403,NY
623_20120403,NY
721_20120403,NY
673_20120403,NY
354_20120403,NY
291_20120403,NY
370_20120403,NY
529_20120403,NY
528_20120403,NY
733_20120403,NY
387_20120403,NY
470_20120403,NY
218_20120403,NY
756_20120403,NY
271_20120403,NY
528_20120403,NY
418_20120403,NY
335_20120403,NY
348_20120403,NY
152_20120403,NY
673_20120403,NY
480_20120403,NY
772_20120403,NY
964_20120403,NY
444_20120403,NY
621_20120403,NY
943_20120403,NY
235_20120403,NY
572_20120403,NY
445_20120403,NY
539_20120403,NY
802_20120403,NY
354_20120403,NY
1082_20120403,NY
621_20120403,NY
470_20120403,NY
623_20120403,NY
470_20120403,NY
733_20120403,NY
470_20120403,NY
470_20120403,NY
287_20120403,NY
682_20120403,NY
287_20120403,NY
108_20120403,NY
470_20120403,NY
861_20120403,NY
3_20120403,NY
297_20120403,NY
194_20120403,NY
354_20120403,NY
354_20120403,NY
1013_20120403,NY
894_20120403,NY
74_20120403,NY
74_20120403,NY
338_20120403,NY
335_20120403,NY
185_20120403,NY
470_20120403,NY
21_20120403,NY
354_20120403,NY
470_20120403,NY
470_20120403,NY
917_20120403,NY
882_20120403,NY
809_20120403,NY
882_20120403,NY
882_20120403,NY
599_20120403,NY
121_20120403,NY
121_20120403,NY
990_20120403,NY
1082_20120403,NY
158_20120403,NY
293_20120403,NY
882_20120403,NY
882_20120403,NY
882_20120403,NY
882_20120403,NY
170_20120403,NY
1066_20120403,NY
691_20120403,NY
520_20120403,NY
129_20120404,NY
470_20120404,NY
971_20120404,NY
69_20120404,NY
255_20120404,NY
511_20120404,NY
526_20120404,NY
463_20120404,NY
484_20120404,NY
254_20120404,NY
84_20120404,NY
234_20120404,NY
337_20120404,NY
979_20120404,NY
824_20120404,NY
797_20120404,NY
84_20120404,NY
623_20120404,NY
290_20120404,NY
792_20120404,NY
612_20120404,NY
354_20120404,NY
354_20120404,NY
354_20120404,NY
339_20120404,NY
53_20120404,NY
529_20120404,NY
371_20120404,NY
593_20120404,NY
884_20120404,NY
1064_20120404,NY
470_20120404,NY
746_20120404,NY
768_20120404,NY
834_20120404,NY
768_20120404,NY
946_20120404,NY
470_20120404,NY
768_20120404,NY
470_20120404,NY
148_20120404,NY
427_20120404,NY
582_20120404,NY
290_20120404,NY
916_20120404,NY
470_20120404,NY
1024_20120404,NY
292_20120404,NY
470_20120404,NY
943_20120404,NY
510_20120404,NY
614_20120404,NY
768_20120404,NY
1024_20120404,NY
347_20120404,NY
710_20120404,NY
372_20120404,NY
145_20120404,NY
565_20120404,NY
519_20120404,NY
470_20120404,NY
293_20120404,NY
623_20120404,NY
470_20120404,NY
293_20120404,NY
273_20120404,NY
114_20120404,NY
293_20120404,NY
623_20120404,NY
259_20120404,NY
621_20120404,NY
509_20120404,NY
501_20120404,NY
894_20120404,NY
637_20120404,NY
235_20120404,NY
1071_20120404,NY
874_20120404,NY
874_20120404,NY
405_20120404,NY
527_20120404,NY
71_20120404,NY
417_20120404,NY
890_20120404,NY
440_20120404,NY
282_20120404,NY
362_20120404,NY
492_20120404,NY
287_20120404,NY
857_20120404,NY
1012_20120404,NY
455_20120404,NY
361_20120404,NY
301_20120404,NY
827_20120404,NY
806_20120404,NY
619_20120404,NY
254_20120404,NY
682_20120404,NY
827_20120404,NY
90_20120404,NY
400_20120404,NY
319_20120404,NY
783_20120404,NY
593_20120404,NY
877_20120404,NY
677_20120404,NY
677_20120404,NY
877_20120404,NY
827_20120404,NY
184_20120404,NY
56_20120404,NY
339_20120404,NY
281_20120404,NY
527_20120404,NY
116_20120404,NY
319_20120404,NY
526_20120404,NY
319_20120404,NY
534_20120404,NY
987_20120404,NY
319_20120404,NY
251_20120404,NY
319_20120404,NY
669_20120404,NY
319_20120404,NY
495_20120404,NY
195_20120404,NY
319_20120404,NY
861_20120404,NY
84_20120404,NY
804_20120404,NY
84_20120404,NY
370_20120404,NY
167_20120404,NY
505_20120404,NY
389_20120404,NY
570_20120404,NY
818_20120404,NY
510_20120404,NY
964_20120404,NY
500_20120404,NY
527_20120404,NY
887_20120404,NY
673_20120404,NY
291_20120404,NY
203_20120404,NY
265_20120404,NY
691_20120404,NY
889_20120404,NY
824_20120404,NY
468_20120404,NY
185_20120404,NY
611_20120404,NY
702_20120404,NY
925_20120404,NY
518_20120404,NY
912_20120404,NY
756_20120404,NY
990_20120404,NY
725_20120404,NY
751_20120404,NY
527_20120404,NY
562_20120404,NY
180_20120404,NY
372_20120404,NY
882_20120404,NY
530_20120404,NY
593_20120404,NY
882_20120404,NY
1066_20120404,NY
882_20120404,NY
527_20120404,NY
301_20120404,NY
495_20120404,NY
15_20120404,NY
673_20120404,NY
386_20120404,NY
1079_20120404,NY
371_20120404,NY
371_20120404,NY
371_20120404,NY
530_20120404,NY
768_20120404,NY
371_20120404,NY
527_20120404,NY
922_20120404,NY
1079_20120404,NY
793_20120404,NY
296_20120404,NY
364_20120404,NY
145_20120404,NY
751_20120404,NY
770_20120404,NY
663_20120404,NY
805_20120404,NY
524_20120404,NY
770_20120404,NY
881_20120404,NY
768_20120404,NY
370_20120404,NY
256_20120404,NY
313_20120404,NY
1040_20120404,NY
84_20120404,NY
424_20120404,NY
238_20120404,NY
158_20120404,NY
152_20120404,NY
161_20120404,NY
578_20120404,NY
844_20120404,NY
784_20120404,NY
1029_20120404,NY
752_20120404,NY
527_20120404,NY
697_20120404,NY
218_20120404,NY
287_20120404,NY
848_20120404,NY
1079_20120404,NY
53_20120404,NY
905_20120404,NY
279_20120404,NY
527_20120404,NY
1040_20120404,NY
652_20120404,NY
392_20120404,NY
360_20120404,NY
768_20120404,NY
527_20120404,NY
597_20120404,NY
906_20120404,NY
365_20120404,NY
1014_20120404,NY
281_20120404,NY
102_20120404,NY
793_20120404,NY
185_20120404,NY
571_20120404,NY
534_20120404,NY
318_20120404,NY
17_20120404,NY
238_20120404,NY
990_20120404,NY
139_20120404,NY
882_20120404,NY
565_20120404,NY
882_20120404,NY
565_20120404,NY
882_20120404,NY
882_20120404,NY
1060_20120404,NY
448_20120404,NY
105_20120404,NY
105_20120404,NY
105_20120404,NY
496_20120404,NY
882_20120404,NY
570_20120404,NY
287_20120404,NY
81_20120404,NY
287_20120404,NY
495_20120404,NY
704_20120404,NY
854_20120404,NY
470_20120404,NY
470_20120404,NY
742_20120404,NY
470_20120404,NY
470_20120404,NY
470_20120404,NY
704_20120404,NY
272_20120404,NY
470_20120404,NY
990_20120404,NY
470_20120404,NY
742_20120404,NY
752_20120404,NY
1059_20120404,NY
505_20120404,NY
981_20120404,NY
704_20120404,NY
354_20120404,NY
354_20120404,NY
354_20120404,NY
354_20120404,NY
995_20120404,NY
404_20120404,NY
649_20120404,NY
620_20120404,NY
535_20120404,NY
10_20120404,NY
10_20120404,NY
704_20120404,NY
246_20120404,NY
498_20120404,NY
246_20120404,NY
343_20120404,NY
246_20120404,NY
698_20120404,NY
216_20120404,NY
363_20120404,NY
136_20120404,NY
969_20120404,NY
529_20120404,NY
519_20120404,NY
145_20120404,NY
73_20120404,NY
17_20120404,NY
632_20120404,NY
632_20120404,NY
449_20120404,NY
531_20120404,NY
185_20120404,NY
868_20120404,NY
267_20120404,NY
267_20120404,NY
267_20120404,NY
531_20120404,NY
531_20120404,NY
531_20120404,NY
531_20120404,NY
317_20120404,NY
990_20120404,NY
802_20120404,NY
191_20120404,NY
895_20120404,NY
798_20120404,NY
895_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
65_20120404,NY
733_20120404,NY
291_20120404,NY
404_20120404,NY
296_20120404,NY
121_20120404,NY
448_20120404,NY
990_20120404,NY
281_20120404,NY
728_20120404,NY
448_20120404,NY
448_20120404,NY
1070_20120404,NY
1070_20120404,NY
637_20120404,NY
660_20120404,NY
623_20120404,NY
448_20120404,NY
498_20120404,NY
448_20120404,NY
185_20120404,NY
1033_20120404,NY
584_20120404,NY
584_20120404,NY
871_20120404,NY
287_20120404,NY
44_20120404,NY
952_20120404,NY
320_20120404,NY
1013_20120404,NY
996_20120404,NY
837_20120404,NY
837_20120404,NY
458_20120404,NY
943_20120404,NY
404_20120404,NY
121_20120404,NY
121_20120404,NY
34_20120404,NY
318_20120404,NY
65_20120404,NY
105_20120404,NY
248_20120404,NY
403_20120404,NY
706_20120404,NY
706_20120404,NY
706_20120404,NY
706_20120404,NY
706_20120404,NY
947_20120404,NY
458_20120404,NY
185_20120404,NY
882_20120404,NY
882_20120404,NY
629_20120404,NY
281_20120404,NY
882_20120404,NY
990_20120404,NY
868_20120404,NY
768_20120404,NY
1032_20120404,NY
649_20120404,NY
706_20120404,NY
706_20120404,NY
839_20120404,NY
706_20120404,NY
706_20120404,NY
540_20120404,NY
480_20120404,NY
69_20120404,NY
540_20120404,NY
540_20120404,NY
787_20120404,NY
706_20120404,NY
706_20120404,NY
540_20120404,NY
403_20120404,NY
230_20120404,NY
445_20120404,NY
335_20120404,NY
493_20120404,NY
768_20120404,NY
768_20120404,NY
108_20120404,NY
943_20120404,NY
70_20120404,NY
943_20120404,NY
293_20120404,NY
293_20120404,NY
413_20120404,NY
17_20120404,NY
470_20120404,NY
439_20120404,NY
470_20120404,NY
34_20120404,NY
839_20120404,NY
225_20120404,NY
225_20120404,NY
225_20120404,NY
293_20120404,NY
768_20120404,NY
248_20120404,NY
768_20120404,NY
894_20120404,NY
768_20120404,NY
802_20120404,NY
120_20120404,NY
120_20120404,NY
678_20120404,NY
120_20120404,NY
839_20120404,NY
983_20120404,NY
227_20120404,NY
516_20120404,NY
470_20120404,NY
526_20120404,NY
882_20120404,NY
882_20120404,NY
883_20120404,NY
882_20120404,NY
882_20120404,NY
398_20120404,NY
629_20120404,NY
983_20120404,NY
413_20120404,NY
498_20120404,NY
50_20120404,NY
509_20120404,NY
470_20120404,NY
645_20120404,NY
445_20120404,NY
983_20120404,NY
50_20120404,NY
50_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
882_20120404,NY
445_20120404,NY
445_20120404,NY
316_20120404,NY
861_20120404,NY
445_20120404,NY
983_20120404,NY
445_20120404,NY
801_20120404,NY
990_20120404,NY
597_20120404,NY
689_20120404,NY
983_20120404,NY
948_20120404,NY
768_20120404,NY
445_20120404,NY
768_20120404,NY
458_20120404,NY
238_20120404,NY
458_20120404,NY
335_20120404,NY
983_20120404,NY
184_20120404,NY
458_20120404,NY
702_20120404,NY
458_20120404,NY
983_20120404,NY
768_20120404,NY
983_20120404,NY
881_20120404,NY
682_20120404,NY
752_20120404,NY
181_20120404,NY
335_20120404,NY
335_20120404,NY
121_20120404,NY
335_20120404,NY
983_20120404,NY
121_20120404,NY
121_20120404,NY
877_20120404,NY
121_20120404,NY
121_20120404,NY
770_20120404,NY
335_20120404,NY
335_20120404,NY
582_20120404,NY
990_20120404,NY
582_20120404,NY
829_20120404,NY
829_20120404,NY
404_20120404,NY
582_20120404,NY
593_20120404,NY
784_20120404,NY
593_20120404,NY
419_20120404,NY
419_20120404,NY
990_20120404,NY
1074_20120404,NY
902_20120404,NY
53_20120404,NY
984_20120404,NY
343_20120404,NY
965_20120404,NY
1074_20120404,NY
859_20120404,NY
774_20120404,NY
528_20120404,NY
528_20120404,NY
528_20120404,NY
80_20120404,NY
84_20120404,NY
354_20120404,NY
84_20120404,NY
84_20120404,NY
80_20120404,NY
84_20120404,NY
84_20120404,NY
80_20120404,NY
983_20120404,NY
976_20120404,NY
260_20120404,NY
173_20120404,NY
667_20120404,NY
990_20120404,NY
970_20120404,NY
859_20120404,NY
235_20120404,NY
244_20120404,NY
235_20120404,NY
173_20120404,NY
1021_20120404,NY
983_20120404,NY
855_20120404,NY
396_20120404,NY
396_20120404,NY
859_20120404,NY
443_20120404,NY
175_20120404,NY
241_20120404,NY
1040_20120404,NY
285_20120404,NY
173_20120404,NY
373_20120404,NY
688_20120404,NY
869_20120404,NY
467_20120404,NY
83_20120404,NY
879_20120404,NY
1001_20120404,NY
521_20120404,NY
983_20120404,NY
185_20120404,NY
976_20120404,NY
95_20120404,NY
409_20120404,NY
14_20120404,NY
778_20120404,NY
373_20120404,NY
1074_20120404,NY
275_20120404,NY
855_20120404,NY
727_20120404,NY
173_20120404,NY
891_20120404,NY
891_20120404,NY
983_20120404,NY
456_20120404,NY
1018_20120404,NY
708_20120404,NY
708_20120404,NY
119_20120404,NY
281_20120404,NY
217_20120404,NY
1066_20120404,NY
553_20120404,NY
565_20120404,NY
895_20120404,NY
1010_20120404,NY
12_20120404,NY
658_20120404,NY
474_20120404,NY
24_20120404,NY
356_20120404,NY
331_20120404,NY
113_20120404,NY
465_20120404,NY
456_20120404,NY
292_20120404,NY
467_20120404,NY
359_20120404,NY
359_20120404,NY
412_20120404,NY
412_20120404,NY
379_20120404,NY
40_20120404,NY
953_20120404,NY
698_20120404,NY
1016_20120404,NY
188_20120404,NY
132_20120404,NY
1063_20120404,NY
288_20120404,NY
691_20120404,NY
718_20120404,NY
96_20120404,NY
1063_20120404,NY
288_20120404,NY
718_20120404,NY
718_20120404,NY
7_20120404,NY
297_20120404,NY
521_20120404,NY
968_20120404,NY
188_20120404,NY
705_20120404,NY
705_20120404,NY
228_20120404,NY
702_20120404,NY
604_20120404,NY
7_20120404,NY
762_20120404,NY
718_20120404,NY
1025_20120404,NY
742_20120404,NY
827_20120404,NY
238_20120404,NY
271_20120404,NY
742_20120404,NY
521_20120404,NY
456_20120404,NY
132_20120404,NY
1063_20120404,NY
918_20120404,NY
739_20120404,NY
739_20120404,NY
739_20120404,NY
285_20120404,NY
492_20120404,NY
312_20120404,NY
424_20120404,NY
240_20120404,NY
424_20120404,NY
448_20120404,NY
267_20120404,NY
504_20120404,NY
448_20120404,NY
267_20120404,NY
233_20120404,NY
489_20120404,NY
553_20120404,NY
645_20120404,NY
645_20120404,NY
1047_20120404,NY
440_20120404,NY
990_20120404,NY
561_20120404,NY
710_20120404,NY
983_20120404,NY
282_20120404,NY
145_20120404,NY
465_20120404,NY
309_20120404,NY
153_20120404,NY
81_20120404,NY
153_20120404,NY
49_20120404,NY
145_20120404,NY
453_20120404,NY
24_20120404,NY
428_20120404,NY
455_20120404,NY
161_20120404,NY
1047_20120404,NY
951_20120404,NY
139_20120404,NY
943_20120404,NY
188_20120404,NY
880_20120404,NY
344_20120404,NY
250_20120404,NY
788_20120404,NY
344_20120404,NY
164_20120404,NY
344_20120404,NY
826_20120404,NY
443_20120404,NY
389_20120404,NY
654_20120404,NY
188_20120404,NY
658_20120404,NY
658_20120404,NY
453_20120404,NY
941_20120404,NY
73_20120404,NY
880_20120404,NY
951_20120404,NY
480_20120404,NY
296_20120404,NY
645_20120404,NY
440_20120404,NY
541_20120404,NY
936_20120404,NY
391_20120404,NY
983_20120404,NY
936_20120404,NY
440_20120404,NY
391_20120404,NY
571_20120404,NY
391_20120404,NY
958_20120404,NY
571_20120404,NY
391_20120404,NY
686_20120404,NY
834_20120404,NY
492_20120404,NY
834_20120404,NY
891_20120404,NY
579_20120404,NY
1060_20120404,NY
238_20120404,NY
145_20120404,NY
1042_20120404,NY
521_20120404,NY
81_20120404,NY
521_20120404,NY
424_20120404,NY
354_20120404,NY
549_20120404,NY
49_20120404,NY
354_20120404,NY
495_20120404,NY
480_20120404,NY
354_20120404,NY
500_20120404,NY
188_20120404,NY
1005_20120404,NY
354_20120404,NY
354_20120404,NY
359_20120404,NY
742_20120404,NY
742_20120404,NY
331_20120404,NY
281_20120404,NY
81_20120404,NY
742_20120404,NY
190_20120404,NY
995_20120404,NY
44_20120404,NY
715_20120404,NY
71_20120404,NY
354_20120404,NY
185_20120404,NY
983_20120404,NY
573_20120404,NY
46_20120404,NY
857_20120404,NY
80_20120404,NY
766_20120404,NY
423_20120404,NY
125_20120404,NY
560_20120404,NY
438_20120404,NY
7_20120404,NY
560_20120404,NY
829_20120404,NY
354_20120404,NY
357_20120404,NY
56_20120404,NY
71_20120404,NY
354_20120404,NY
354_20120404,NY
565_20120404,NY
354_20120404,NY
354_20120404,NY
742_20120404,NY
202_20120404,NY
783_20120404,NY
396_20120404,NY
446_20120404,NY
307_20120404,NY
208_20120404,NY
396_20120404,NY
473_20120404,NY
203_20120404,NY
758_20120404,NY
269_20120404,NY
521_20120404,NY
141_20120404,NY
396_20120404,NY
365_20120404,NY
797_20120404,NY
396_20120404,NY
983_20120404,NY
247_20120404,NY
458_20120404,NY
758_20120404,NY
354_20120404,NY
144_20120404,NY
194_20120404,NY
1060_20120404,NY
702_20120404,NY
951_20120404,NY
739_20120404,NY
598_20120404,NY
499_20120404,NY
207_20120404,NY
348_20120404,NY
207_20120404,NY
527_20120404,NY
611_20120404,NY
307_20120404,NY
