Sports,User ID,Gender,Latitude,Longitude,Altitude,Heart Rate,Time Stamp
 'bike',396826535, 'male',60.18568056,24.58976788,22,134,1408899465
 'bike',396826535, 'male',60.18635429,24.58789143,21.6,135,1408899480
 'bike',396826535, 'male',60.18810234,24.58347266,21.6,143,1408899520
 'bike',396826535, 'male',60.188532,24.5822784,21.6,142,1408899534
 'bike',396826535, 'male',60.18903818,24.58054553,22,146,1408899552
 'bike',396826535, 'male',60.18925619,24.5795138,24.4,151,1408899563
 'bike',396826535, 'male',60.18936675,24.5789652,27,155,1408899569
 'bike',396826535, 'male',60.18951545,24.57808376,27.8,163,1408899579
 'bike',396826535, 'male',60.18987754,24.57685179,30,161,1408899594
 'bike',396826535, 'male',60.19047752,24.57419766,30,150,1408899621
 'bike',396826535, 'male',60.19118437,24.57140381,30,140,1408899647
 'bike',396826535, 'male',60.19219682,24.56802137,30,139,1408899679
 'bike',396826535, 'male',60.1940659,24.56366521,30,142,1408899722
 'bike',396826535, 'male',60.19584144,24.56053189,30,147,1408899759
 'bike',396826535, 'male',60.19704432,24.5587157,30.8,158,1408899782
 'bike',396826535, 'male',60.19752595,24.55796652,33.2,158,1408899794
 'bike',396826535, 'male',60.19787095,24.55741022,35.6,159,1408899804
 'bike',396826535, 'male',60.19832684,24.55673774,38.2,166,1408899817
 'bike',396826535, 'male',60.19860403,24.55623415,40.2,167,1408899827
 'bike',396826535, 'male',60.19880394,24.5558164,42.2,166,1408899835
 'bike',396826535, 'male',60.19937315,24.55463539,44.4,164,1408899856
 'bike',396826535, 'male',60.19954707,24.5542406,46.4,163,1408899863
 'bike',396826535, 'male',60.20008368,24.55241812,48.2,157,1408899888
 'bike',396826535, 'male',60.20051929,24.54983482,48.6,147,1408899913
 'bike',396826535, 'male',60.20061208,24.54882287,46.6,143,1408899920
 'bike',396826535, 'male',60.20067721,24.54746014,43.6,142,1408899928
 'bike',396826535, 'male',60.20072188,24.54607101,41.4,143,1408899935
 'bike',396826535, 'male',60.20073177,24.54479361,37.8,143,1408899941
 'bike',396826535, 'male',60.20072507,24.54301849,34,142,1408899949
 'bike',396826535, 'male',60.20072591,24.54175693,31.4,139,1408899955
 'bike',396826535, 'male',60.20069472,24.53948451,28.8,141,1408899968
 'bike',396826535, 'male',60.20070503,24.53726289,30.6,152,1408899985
 'bike',396826535, 'male',60.20077226,24.53209771,31,160,1408900026
 'bike',396826535, 'male',60.20103939,24.52782503,31,148,1408900060
 'bike',396826535, 'male',60.20185185,24.52442659,31,150,1408900091
 'bike',396826535, 'male',60.20215292,24.52303704,32.8,154,1408900105
 'bike',396826535, 'male',60.20282012,24.51943567,33.2,148,1408900139
 'bike',396826535, 'male',60.204107,24.51334856,33.2,144,1408900188
 'bike',396826535, 'male',60.20425326,24.5107718,33.6,149,1408900211
 'bike',396826535, 'male',60.20408554,24.51018515,35.2,154,1408900219
 'bike',396826535, 'male',60.20377214,24.50940069,37.4,162,1408900229
 'bike',396826535, 'male',60.20359905,24.50748341,39.6,162,1408900248
 'bike',396826535, 'male',60.20360216,24.50663391,41.6,163,1408900257
 'bike',396826535, 'male',60.20376435,24.50455184,43.8,164,1408900278
 'bike',396826535, 'male',60.2040464,24.50284042,42,153,1408900290
 'bike',396826535, 'male',60.20434722,24.50156151,40,150,1408900299
 'bike',396826535, 'male',60.20493974,24.49986636,37.2,145,1408900311
 'bike',396826535, 'male',60.20518131,24.49865341,39.4,150,1408900322
 'bike',396826535, 'male',60.20529781,24.49747869,41.6,159,1408900333
 'bike',396826535, 'male',60.20565354,24.49516964,44,159,1408900357
 'bike',396826535, 'male',60.20604347,24.49383885,45.6,161,1408900377
 'bike',396826535, 'male',60.20625553,24.49346627,48.2,165,1408900385
 'bike',396826535, 'male',60.20649727,24.49315086,50.2,167,1408900394
 'bike',396826535, 'male',60.20692424,24.49253362,52.4,169,1408900410
 'bike',396826535, 'male',60.20741081,24.49128094,55.4,167,1408900433
 'bike',396826535, 'male',60.20785522,24.49028894,56.6,161,1408900449
 'bike',396826535, 'male',60.20858478,24.48897726,54.4,155,1408900461
 'bike',396826535, 'male',60.21000543,24.48771603,55.2,151,1408900486
 'bike',396826535, 'male',60.21054975,24.48725084,57.8,152,1408900498
 'bike',396826535, 'male',60.2117606,24.48628876,59,152,1408900524
 'bike',396826535, 'male',60.21317119,24.48520289,60.2,150,1408900546
 'bike',396826535, 'male',60.21362113,24.48447928,57.8,148,1408900552
 'bike',396826535, 'male',60.21461053,24.48285855,56.4,147,1408900568
 'bike',396826535, 'male',60.21540413,24.48201542,54.2,146,1408900578
 'bike',396826535, 'male',60.21608306,24.48146892,51.4,143,1408900584
 'bike',396826535, 'male',60.21620929,24.48022345,51,145,1408900592
 'bike',396826535, 'male',60.21627216,24.47856836,53.6,151,1408900606
 'bike',396826535, 'male',60.21692502,24.47715115,55.2,155,1408900624
 'bike',396826535, 'male',60.21738594,24.47636928,57.2,155,1408900636
 'bike',396826535, 'male',60.21756171,24.47600316,60,161,1408900643
 'bike',396826535, 'male',60.21767495,24.47577182,62.6,164,1408900649
 'bike',396826535, 'male',60.21778819,24.47550863,65.2,164,1408900656
 'bike',396826535, 'male',60.21881313,24.47444673,63.8,161,1408900676
 'bike',396826535, 'male',60.21935401,24.47395219,61,156,1408900683
 'bike',396826535, 'male',60.22030913,24.47228051,60.6,149,1408900701
 'bike',396826535, 'male',60.2219949,24.46896655,60.6,141,1408900736
 'bike',396826535, 'male',60.22241157,24.46831771,58.2,140,1408900742
 'bike',396826535, 'male',60.22359249,24.46703402,56.4,139,1408900760
 'bike',396826535, 'male',60.22428936,24.46592929,58.2,150,1408900773
 'bike',396826535, 'male',60.22453839,24.46520451,60.4,151,1408900781
 'bike',396826535, 'male',60.22490468,24.46451476,62.2,153,1408900791
 'bike',396826535, 'male',60.22534523,24.46381202,64.4,153,1408900805
 'bike',396826535, 'male',60.22457108,24.46156944,64.2,150,1408900828
 'bike',396826535, 'male',60.22400077,24.45927213,62.6,143,1408900847
 'bike',396826535, 'male',60.2238499,24.45718034,61,142,1408900863
 'bike',396826535, 'male',60.22345897,24.45393931,61,153,1408900891
 'bike',396826535, 'male',60.22333609,24.45162306,62.6,153,1408900911
 'bike',396826535, 'male',60.2233832,24.44961132,63,152,1408900929
 'bike',396826535, 'male',60.22332712,24.44898485,65.2,153,1408900935
 'bike',396826535, 'male',60.2228517,24.44750838,67.4,153,1408900953
 'bike',396826535, 'male',60.22184512,24.44506648,67.4,154,1408900982
 'bike',396826535, 'male',60.22138101,24.44305851,66.6,146,1408900999
 'bike',396826535, 'male',60.22116761,24.43891156,65.4,141,1408901030
 'bike',396826535, 'male',60.22111832,24.4378474,63.8,138,1408901038
 'bike',396826535, 'male',60.2211832,24.43656321,63.4,146,1408901048
 'bike',396826535, 'male',60.22143046,24.43379357,63.4,147,1408901073
 'bike',396826535, 'male',60.22237125,24.43219565,61.6,146,1408901088
 'bike',396826535, 'male',60.22343642,24.42991527,61.2,144,1408901106
 'bike',396826535, 'male',60.22391922,24.42849504,59.4,148,1408901118
 'bike',396826535, 'male',60.22406012,24.42793949,61.6,151,1408901124
 'bike',396826535, 'male',60.22413271,24.42736415,63.6,154,1408901130
 'bike',396826535, 'male',60.22420772,24.42542927,65,157,1408901145
 'bike',396826535, 'male',60.22461743,24.42407635,63.4,153,1408901156
 'bike',396826535, 'male',60.22685045,24.42249485,63.4,151,1408901189
 'bike',396826535, 'male',60.22837286,24.41794943,63.4,155,1408901229
 'bike',396826535, 'male',60.22927584,24.41570224,64.6,155,1408901254
 'bike',396826535, 'male',60.23023188,24.41589067,64.2,150,1408901269
 'bike',396826535, 'male',60.2308451,24.41573099,60.8,146,1408901276
 'bike',396826535, 'male',60.23166351,24.41356997,62,150,1408901295
 'bike',396826535, 'male',60.23211454,24.41238393,64,155,1408901307
 'bike',396826535, 'male',60.23264981,24.41098734,65.2,160,1408901323
 'bike',396826535, 'male',60.23266305,24.41026323,67.4,161,1408901330
 'bike',396826535, 'male',60.23270505,24.40940693,69.8,164,1408901339
 'bike',396826535, 'male',60.23324434,24.40827588,71,160,1408901354
 'bike',396826535, 'male',60.23369612,24.40685187,68.2,154,1408901364
 'bike',396826535, 'male',60.23390248,24.40549929,63.8,148,1408901371
 'bike',396826535, 'male',60.23392964,24.40357019,64.6,156,1408901385
 'bike',396826535, 'male',60.23375362,24.40155996,66,160,1408901402
 'bike',396826535, 'male',60.23381112,24.40009003,68.2,163,1408901415
 'bike',396826535, 'male',60.23454965,24.39889996,68.2,157,1408901431
 'bike',396826535, 'male',60.23485727,24.3975343,68.2,154,1408901445
 'bike',396826535, 'male',60.23429199,24.39682771,70.2,159,1408901457
 'bike',396826535, 'male',60.23369478,24.39594601,72.4,160,1408901471
 'bike',396826535, 'male',60.23372345,24.39457633,74,163,1408901484
 'bike',396826535, 'male',60.23355464,24.39316196,72.2,162,1408901496
 'bike',396826535, 'male',60.23338398,24.39177266,72.2,156,1408901508
 'bike',396826535, 'male',60.23249743,24.39073943,70.6,151,1408901522
 'bike',396826535, 'male',60.23200767,24.38870254,70,152,1408901539
 'bike',396826535, 'male',60.23139889,24.38876448,71.8,156,1408901550
 'bike',396826535, 'male',60.23106161,24.38874797,74.2,157,1408901556
 'bike',396826535, 'male',60.22992494,24.38856114,71.2,150,1408901572
 'bike',396826535, 'male',60.22941045,24.38815176,68.4,144,1408901579
 'bike',396826535, 'male',60.22849197,24.38821295,68,151,1408901591
 'bike',396826535, 'male',60.22790213,24.38801656,70,159,1408901599
 'bike',396826535, 'male',60.22716863,24.3872202,71.8,163,1408901613
 'bike',396826535, 'male',60.22655642,24.38627472,71,162,1408901625
 'bike',396826535, 'male',60.22638232,24.38472189,67.2,155,1408901633
 'bike',396826535, 'male',60.22647402,24.38356561,62.4,155,1408901639
 'bike',396826535, 'male',60.22649288,24.38020044,62.4,152,1408901659
 'bike',396826535, 'male',60.22597664,24.37808074,60.6,151,1408901673
 'bike',396826535, 'male',60.22587438,24.37686578,57.8,150,1408901679
 'bike',396826535, 'male',60.22504365,24.37311606,57,150,1408901705
 'bike',396826535, 'male',60.22510475,24.37178258,52.4,146,1408901712
 'bike',396826535, 'male',60.2257826,24.36993412,48.6,141,1408901724
 'bike',396826535, 'male',60.22536107,24.3681766,47.8,142,1408901737
 'bike',396826535, 'male',60.22419389,24.36812354,46.4,148,1408901751
 'bike',396826535, 'male',60.22342988,24.36878244,44.6,153,1408901762
 'bike',396826535, 'male',60.22297089,24.36878454,46.4,157,1408901770
 'bike',396826535, 'male',60.22263888,24.3683455,47.8,161,1408901780
 'bike',396826535, 'male',60.22258876,24.36768844,50.2,169,1408901788
 'bike',396826535, 'male',60.222516,24.36674799,53.2,168,1408901799
 'bike',396826535, 'male',60.22211392,24.36608909,50,162,1408901806
 'bike',396826535, 'male',60.22182475,24.36518485,46.6,157,1408901812
 'bike',396826535, 'male',60.22173934,24.36439795,48.2,160,1408901819
 'bike',396826535, 'male',60.22178267,24.36366579,50.2,167,1408901826
 'bike',396826535, 'male',60.22185802,24.36302785,52.6,172,1408901832
 'bike',396826535, 'male',60.22199054,24.3614943,54.6,173,1408901846
 'bike',396826535, 'male',60.22129476,24.3589721,54.6,168,1408901873
 'bike',396826535, 'male',60.22048951,24.35735389,53.8,158,1408901890
 'bike',396826535, 'male',60.22025675,24.35595939,51.2,155,1408901899
 'bike',396826535, 'male',60.22030494,24.35446314,48.4,150,1408901908
 'bike',396826535, 'male',60.22019782,24.35300988,46,148,1408901917
 'bike',396826535, 'male',60.21889678,24.34977799,46.8,156,1408901951
 'bike',396826535, 'male',60.21843083,24.3490475,48,161,1408901962
 'bike',396826535, 'male',60.21755526,24.34805534,45.8,159,1408901975
 'bike',396826535, 'male',60.21648916,24.34607671,43.6,157,1408901995
 'bike',396826535, 'male',60.21565751,24.34411241,44.8,160,1408902016
 'bike',396826535, 'male',60.2150593,24.3428998,45.6,165,1408902032
 'bike',396826535, 'male',60.2133783,24.34175642,45.6,162,1408902064
 'bike',396826535, 'male',60.21275553,24.34157973,47,166,1408902077
 'bike',396826535, 'male',60.21176278,24.34139248,47.8,166,1408902098
 'bike',396826535, 'male',60.21010785,24.34129265,45.6,157,1408902122
 'bike',396826535, 'male',60.20794599,24.33971208,45.2,152,1408902155
 'bike',396826535, 'male',60.20700295,24.33940957,43.4,150,1408902171
 'bike',396826535, 'male',60.20641395,24.33901629,45.6,151,1408902184
 'bike',396826535, 'male',60.20614858,24.33880314,47.6,154,1408902191
 'bike',396826535, 'male',60.20578187,24.33849033,49.8,162,1408902200
 'bike',396826535, 'male',60.20512708,24.33795959,51.8,165,1408902217
 'bike',396826535, 'male',60.20351406,24.33781022,51.8,160,1408902250
 'bike',396826535, 'male',60.20183508,24.33806679,53.6,158,1408902280
 'bike',396826535, 'male',60.20089312,24.33851598,52.6,155,1408902295
 'bike',396826535, 'male',60.20051837,24.33883701,51.6,150,1408902305
 'bike',396826535, 'male',60.20123309,24.3416374,51.6,155,1408902332
 'bike',396826535, 'male',60.20165236,24.34411174,53.6,154,1408902350
 'bike',396826535, 'male',60.2017894,24.34572752,51.6,147,1408902362
 'bike',396826535, 'male',60.20179971,24.34841031,50,144,1408902380
 'bike',396826535, 'male',60.20159201,24.35233187,49.4,144,1408902405
 'bike',396826535, 'male',60.2017309,24.35400431,51.6,148,1408902418
 'bike',396826535, 'male',60.20193743,24.3553403,54.2,150,1408902433
 'bike',396826535, 'male',60.20209291,24.35629693,56.2,155,1408902443
 'bike',396826535, 'male',60.20230958,24.35764784,58,157,1408902456
 'bike',396826535, 'male',60.20272348,24.36060481,55.8,150,1408902476
 'bike',396826535, 'male',60.20280638,24.36315861,53,143,1408902489
 'bike',396826535, 'male',60.20274024,24.364392,50.2,141,1408902495
 'bike',396826535, 'male',60.20265215,24.36579195,46.4,138,1408902502
 'bike',396826535, 'male',60.20252164,24.36840618,44.2,141,1408902516
 'bike',396826535, 'male',60.20240547,24.37057072,42.2,141,1408902528
 'bike',396826535, 'male',60.20221529,24.37410411,43.8,152,1408902554
 'bike',396826535, 'male',60.2017899,24.37596775,44.2,153,1408902572
 'bike',396826535, 'male',60.20025468,24.37742368,45.2,151,1408902599
 'bike',396826535, 'male',60.19997279,24.37806012,47.6,158,1408902608
 'bike',396826535, 'male',60.19923368,24.38001352,47.6,158,1408902628
 'bike',396826535, 'male',60.19898959,24.38097987,45.2,155,1408902635
 'bike',396826535, 'male',60.1983369,24.38308465,44,149,1408902652
 'bike',396826535, 'male',60.19797153,24.38379108,46.4,152,1408902661
 'bike',396826535, 'male',60.19729461,24.38439768,48.6,155,1408902675
 'bike',396826535, 'male',60.19633178,24.38577617,50.6,157,1408902697
 'bike',396826535, 'male',60.19616364,24.38678619,52.8,159,1408902707
 'bike',396826535, 'male',60.19611837,24.3880718,54.4,158,1408902721
 'bike',396826535, 'male',60.19601293,24.38873255,57.2,161,1408902731
 'bike',396826535, 'male',60.19577363,24.3896564,59.2,165,1408902744
 'bike',396826535, 'male',60.19524087,24.39204692,61.6,162,1408902769
 'bike',396826535, 'male',60.1949491,24.39312634,63.6,163,1408902782
 'bike',396826535, 'male',60.19419448,24.39408498,62.2,159,1408902795
 'bike',396826535, 'male',60.19274902,24.39391206,61.8,155,1408902815
 'bike',396826535, 'male',60.19228307,24.39386479,64.2,158,1408902825
 'bike',396826535, 'male',60.19150598,24.39417282,65.4,158,1408902840
 'bike',396826535, 'male',60.19055958,24.39507178,63.2,150,1408902855
 'bike',396826535, 'male',60.18997972,24.39555483,60.8,144,1408902862
 'bike',396826535, 'male',60.18933272,24.39576136,57,139,1408902868
 'bike',396826535, 'male',60.18858748,24.39645572,50.6,135,1408902875
 'bike',396826535, 'male',60.18807778,24.3964791,46.6,132,1408902881
 'bike',396826535, 'male',60.18756238,24.39539046,44,139,1408902891
 'bike',396826535, 'male',60.1866407,24.39518108,45.4,145,1408902907
 'bike',396826535, 'male',60.1863201,24.3953084,48,149,1408902915
 'bike',396826535, 'male',60.18589647,24.39546254,50.6,154,1408902925
 'bike',396826535, 'male',60.18517672,24.39552482,48.6,156,1408902937
 'bike',396826535, 'male',60.1846811,24.39482485,50.2,157,1408902948
 'bike',396826535, 'male',60.18446342,24.39398892,52.4,161,1408902957
 'bike',396826535, 'male',60.18418472,24.39327906,55,163,1408902966
 'bike',396826535, 'male',60.18340789,24.39226233,53.8,160,1408902979
 'bike',396826535, 'male',60.18289668,24.39184198,51.4,157,1408902986
 'bike',396826535, 'male',60.18173033,24.3918217,50.8,153,1408903006
 'bike',396826535, 'male',60.18145314,24.39178121,53.4,158,1408903013
 'bike',396826535, 'male',60.18089089,24.39173302,55.2,164,1408903027
 'bike',396826535, 'male',60.17993275,24.39184978,57,158,1408903048
 'bike',396826535, 'male',60.17958691,24.39216544,59.2,159,1408903057
 'bike',396826535, 'male',60.17875845,24.39352842,59.2,156,1408903079
 'bike',396826535, 'male',60.1772637,24.39511335,58,146,1408903104
 'bike',396826535, 'male',60.17635158,24.39541804,58.6,148,1408903119
 'bike',396826535, 'male',60.17546796,24.39600158,58.2,145,1408903133
 'bike',396826535, 'male',60.17337961,24.39682133,57.4,143,1408903162
 'bike',396826535, 'male',60.17203323,24.39741402,54.8,144,1408903180
 'bike',396826535, 'male',60.17112446,24.39675269,52.6,140,1408903191
 'bike',396826535, 'male',60.16972393,24.39480641,51.2,141,1408903213
 'bike',396826535, 'male',60.16927818,24.39438757,48.8,141,1408903219
 'bike',396826535, 'male',60.16823421,24.39352792,46,139,1408903233
 'bike',396826535, 'male',60.16723216,24.39358802,43.6,138,1408903245
 'bike',396826535, 'male',60.16576884,24.39430526,43.6,146,1408903268
 'bike',396826535, 'male',60.16537682,24.39442847,46.4,150,1408903277
 'bike',396826535, 'male',60.16505781,24.39450583,48.6,159,1408903284
 'bike',396826535, 'male',60.16441994,24.39468118,51,166,1408903297
 'bike',396826535, 'male',60.16345167,24.39480641,53.2,164,1408903317
 'bike',396826535, 'male',60.1626703,24.39489987,52.2,153,1408903329
 'bike',396826535, 'male',60.16213185,24.39507312,48.2,148,1408903335
 'bike',396826535, 'male',60.1613173,24.39533648,42.2,140,1408903342
 'bike',396826535, 'male',60.15921906,24.39501185,42.2,147,1408903369
 'bike',396826535, 'male',60.15882879,24.39494798,44.4,155,1408903375
 'bike',396826535, 'male',60.1577301,24.39613419,39.8,152,1408903388
 'bike',396826535, 'male',60.15730086,24.39712686,35.4,150,1408903394
 'bike',396826535, 'male',60.15652587,24.39826202,32.6,146,1408903404
 'bike',396826535, 'male',60.15465813,24.40119786,31.8,149,1408903435
 'bike',396826535, 'male',60.15429058,24.4020524,31,150,1408903445
 'bike',396826535, 'male',60.15415144,24.40246965,33.8,153,1408903451
 'bike',396826535, 'male',60.1539693,24.40299679,36.8,159,1408903458
 'bike',396826535, 'male',60.15374257,24.4037789,38.8,163,1408903468
 'bike',396826535, 'male',60.15295635,24.40629381,40,164,1408903495
 'bike',396826535, 'male',60.15245989,24.40733325,42.2,164,1408903510
 'bike',396826535, 'male',60.15183921,24.40885347,42,159,1408903524
 'bike',396826535, 'male',60.15146747,24.40950215,39.4,157,1408903530
 'bike',396826535, 'male',60.14942572,24.41058098,38.6,148,1408903559
 'bike',396826535, 'male',60.14894133,24.41108859,41.2,154,1408903570
 'bike',396826535, 'male',60.14803894,24.41270311,42.6,155,1408903591
 'bike',396826535, 'male',60.14725381,24.41437195,41,147,1408903610
 'bike',396826535, 'male',60.14575546,24.41588254,41,147,1408903637
 'bike',396826535, 'male',60.14427471,24.41818647,39,148,1408903664
 'bike',396826535, 'male',60.14369326,24.41875904,34.8,147,1408903670
 'bike',396826535, 'male',60.14280939,24.41866164,35.6,148,1408903680
 'bike',396826535, 'male',60.14230404,24.41872627,38,156,1408903690
 'bike',396826535, 'male',60.14201235,24.41880573,41.2,163,1408903696
 'bike',396826535, 'male',60.14140978,24.41963193,42.4,167,1408903713
 'bike',396826535, 'male',60.14053294,24.4209266,44.4,159,1408903737
 'bike',396826535, 'male',60.13991595,24.42150755,45.2,151,1408903750
 'bike',396826535, 'male',60.13934146,24.42208841,43,146,1408903759
 'bike',396826535, 'male',60.13852372,24.42204818,39.2,144,1408903768
 'bike',396826535, 'male',60.13756961,24.42127353,37.8,147,1408903779
 'bike',396826535, 'male',60.13685673,24.42130806,39,163,1408903787
 'bike',396826535, 'male',60.13621132,24.42163638,41.4,174,1408903796
 'bike',396826535, 'male',60.13541135,24.42235253,42.4,172,1408903810
 'bike',396826535, 'male',60.13446336,24.42429604,39.8,173,1408903829
 'bike',396826535, 'male',60.13352157,24.42728561,38,165,1408903852
 'bike',396826535, 'male',60.13342668,24.42858037,35,158,1408903859
 'bike',396826535, 'male',60.13354579,24.42959852,33,154,1408903867
 'bike',396826535, 'male',60.13415591,24.43183087,31,152,1408903883
 'bike',396826535, 'male',60.13444944,24.43550264,32.2,159,1408903907
 'bike',396826535, 'male',60.13409346,24.43867922,33,158,1408903929
 'bike',396826535, 'male',60.13405784,24.43956854,35.8,168,1408903936
 'bike',396826535, 'male',60.1341109,24.44195168,37.4,169,1408903954
 'bike',396826535, 'male',60.13422824,24.44383241,35.2,162,1408903967
 'bike',396826535, 'male',60.13460065,24.44492122,35.8,155,1408903981
 'bike',396826535, 'male',60.13514271,24.44520344,38,158,1408903992
 'bike',396826535, 'male',60.13562961,24.44550502,40,163,1408904002
 'bike',396826535, 'male',60.13622272,24.4459465,43,168,1408904014
 'bike',396826535, 'male',60.13676679,24.44640264,45.2,169,1408904026
 'bike',396826535, 'male',60.13778351,24.44731484,46,162,1408904048
 'bike',396826535, 'male',60.13895547,24.44950772,44.4,160,1408904070
 'bike',396826535, 'male',60.13924087,24.45076651,41.8,156,1408904077
 'bike',396826535, 'male',60.13973004,24.45309157,39.4,150,1408904090
 'bike',396826535, 'male',60.14045541,24.45519551,38.2,147,1408904106
 'bike',396826535, 'male',60.14045281,24.45635531,36,146,1408904112
 'bike',396826535, 'male',60.14112261,24.45835331,34.8,145,1408904129
 'bike',396826535, 'male',60.14143174,24.45928604,30.6,144,1408904135
 'bike',396826535, 'male',60.14201646,24.4609962,28.4,148,1408904146
 'bike',396826535, 'male',60.14265088,24.46285808,27.8,152,1408904158
 'bike',396826535, 'male',60.14335848,24.46289923,26.2,153,1408904166
 'bike',396826535, 'male',60.14409685,24.46238349,28.2,154,1408904176
 'bike',396826535, 'male',60.14545438,24.46074273,29.6,161,1408904202
 'bike',396826535, 'male',60.14570558,24.46037041,31.8,163,1408904210
 'bike',396826535, 'male',60.14585612,24.46017151,34.6,166,1408904216
 'bike',396826535, 'male',60.14613943,24.45991469,37,171,1408904227
 'bike',396826535, 'male',60.14633138,24.45971059,39,171,1408904234
 'bike',396826535, 'male',60.14702892,24.45921865,41.2,171,1408904252
 'bike',396826535, 'male',60.14781883,24.45921513,43.4,171,1408904267
 'bike',396826535, 'male',60.14868803,24.4595603,41.6,167,1408904280
 'bike',396826535, 'male',60.14944609,24.45986808,37,167,1408904286
 'bike',396826535, 'male',60.15078267,24.46081901,33.6,162,1408904299
 'bike',396826535, 'male',60.1514523,24.46130935,31.2,158,1408904306
 'bike',396826535, 'male',60.15186528,24.46249438,29.6,156,1408904314
 'bike',396826535, 'male',60.15211917,24.46419071,31.8,155,1408904325
 'bike',396826535, 'male',60.15218471,24.46523728,29.4,154,1408904331
 'bike',396826535, 'male',60.15290078,24.46723167,29.4,154,1408904349
 'bike',396826535, 'male',60.15319339,24.46901081,30.4,154,1408904363
 'bike',396826535, 'male',60.15348642,24.46959562,31.6,154,1408904373
 'bike',396826535, 'male',60.1538217,24.47021747,33.8,162,1408904383
 'bike',396826535, 'male',60.154076,24.47095298,35,163,1408904392
 'bike',396826535, 'male',60.15430693,24.47130108,37.2,165,1408904399
 'bike',396826535, 'male',60.15506264,24.47183979,38,167,1408904415
 'bike',396826535, 'male',60.15578424,24.47478913,37.6,158,1408904438
 'bike',396826535, 'male',60.15624256,24.47604096,33.4,157,1408904444
 'bike',396826535, 'male',60.1568075,24.47767393,25.8,159,1408904451
 'bike',396826535, 'male',60.15742918,24.47977284,23.6,161,1408904463
 'bike',396826535, 'male',60.15733824,24.48036988,25.8,159,1408904469
 'bike',396826535, 'male',60.15725459,24.48104789,28.2,161,1408904476
 'bike',396826535, 'male',60.15779044,24.48460501,28.2,161,1408904505
 'bike',396826535, 'male',60.15766799,24.48643344,25.6,158,1408904515
 'bike',396826535, 'male',60.15705032,24.48851039,28.2,157,1408904532
 'bike',396826535, 'male',60.15701227,24.49083393,29,158,1408904552
 'bike',396826535, 'male',60.15701814,24.49126032,32.2,163,1408904558
 'bike',396826535, 'male',60.15693314,24.49203104,34.8,169,1408904569
